header,symbol,price,price_change,price_percent_change
91,FNMA,5.20,0.25,5.05
92,SWTX,50.89,2.45,5.06
93,BABA,139.05,6.51,4.91
94,NVCR,21.32,1.03,5.08
95,BZ,18.27,0.86,4.94
96,BURBY,13.47,0.62,4.82
97,LMND,34.28,1.58,4.83
98,AU,32.10,1.46,4.77
99,KVYO,33.24,1.5,4.73
100,BTSG,16.79,0.76,4.74
101,NU,10.61,0.49,4.89
102,TKAMY,9.43,0.42,4.66
103,CRS,180.40,8.01,4.65
104,PAAS,24.45,1.06,4.53
105,HMY,12.04,0.53,4.60
106,TPG,48.63,2.13,4.58
107,FSLR,139.10,5.99,4.50
108,ATEYY,53.60,2.32,4.52
109,SITM,156.40,6.12,4.07
110,ODD,44.30,1.88,4.43
111,LNSTY,36.47,1.57,4.50
112,JHG,37.73,1.58,4.37
113,RNMBY,254.92,11.15,4.57
114,ATGE,93.69,3.81,4.24
115,XIACY,34.66,1.48,4.46
116,AS,26.75,1.15,4.49
117,NRG,88.61,3.79,4.47
118,CNTA,16.47,0.67,4.24
119,CFLT,25.50,1.1,4.51
120,BILI,22.77,0.96,4.40
121,CHWY,33.22,1.39,4.37
122,ADMA,17.35,0.74,4.46
123,RNW,6.07,0.25,4.30
124,BVN,13.61,0.57,4.37
125,TFPM,18.17,0.76,4.37
126,PR,12.85,0.52,4.22
127,MTDR,47.02,2.0,4.43
128,IESC,169.55,7.29,4.49
129,ANGPY,6.55,0.27,4.30
130,SSRM,9.91,0.42,4.43
131,RBRK,53.83,1.99,3.84
132,SBGSY,49.24,1.91,4.04
133,WAY,36.96,1.48,4.17
134,VNET,11.91,0.48,4.20
135,SPGYF,5.76,0.23,4.15
136,STRL,115.74,4.66,4.20
137,SG,24.84,0.97,4.08
138,RKLB,17.83,0.71,4.15
139,BEKE,23.41,0.94,4.18
140,DQJCY,26.95,1.06,4.09
141,MTSI,100.93,4.05,4.18
142,MNDY,242.82,9.76,4.19
143,XIACF,6.93,0.27,4.05
144,SRUUF,14.15,0.55,4.04
145,NUVL,70.25,2.87,4.26
146,BA,153.99,5.84,3.94
147,PLMR,131.21,5.12,4.06
148,CVE,12.98,0.5,4.01
149,CRK,18.38,0.7,3.99
150,FUTU,110.28,4.22,3.98
151,ACA,81.50,2.95,3.76
152,AGI,23.96,0.91,3.95
153,GTLS,147.57,5.58,3.93
154,FCX,35.88,1.38,4.00
155,CMC,44.87,1.65,3.81
156,PWR,246.13,9.42,3.98
157,SPOT,508.41,19.17,3.92
158,NSANY,5.92,0.22,3.86
159,BRZE,33.60,1.16,3.58
160,FLR,35.60,1.31,3.82
161,TEAM,224.10,8.21,3.80
162,BYDDF,45.15,1.65,3.80
163,CURB,24.24,0.89,3.79
164,DKNG,38.66,1.42,3.81
165,TSLA,230.58,8.43,3.79
166,ENOV,36.86,1.35,3.80
167,GFI,20.55,0.74,3.74
168,FIX,324.60,11.34,3.62
169,AMG,160.38,5.73,3.70
170,GWRE,172.99,6.25,3.75
171,KKR,112.14,3.97,3.67
172,HCC,48.88,1.83,3.89
173,QTWO,73.86,2.49,3.49
174,AEM,100.57,3.54,3.65
175,APO,130.37,4.36,3.46
176,EVR,197.06,6.78,3.56
177,BKU,32.46,1.1,3.51
178,MOD,80.16,2.89,3.74
179,CLSK,8.26,0.28,3.51
180,PODD,245.35,8.29,3.50
181,BYDDY,90.23,3.08,3.53
182,USLM,88.07,2.9,3.40
183,IVPAF,9.35,0.31,3.43
184,BUR,13.29,0.43,3.34
185,SRAD,20.13,0.66,3.39
186,PRCT,59.57,1.98,3.44
187,FINMY,24.08,0.79,3.40
188,EQT,49.12,1.63,3.44
189,AR,35.86,1.17,3.37
190,DTM,89.91,2.96,3.40
191,EME,372.81,11.65,3.23
192,DASH,183.73,5.87,3.30
193,ELV,422.02,12.48,3.05
194,CRC,42.93,1.4,3.37
195,VWDRY,5.28,0.19,3.73
196,ET,17.84,0.58,3.39
197,AZZ,90.52,2.79,3.18
198,AAON,82.39,2.6,3.26
199,BIRK,44.94,1.43,3.29
