header,symbol,price,price_change,price_percent_change
179,ITT,134.85,-0.07,-0.05
180,JEF,56.24,-0.09,-0.15
181,HAYW,14.16,0.52,3.81
182,BN,50.52,0.12,0.24
183,AMAT,153.11,-2.55,-1.64
184,EQT,50.72,0.0,0.01
185,FMS,23.43,-0.62,-2.58
186,ERIC,8.20,0.0,0.00
187,WBS,50.36,1.84,3.79
188,EAT,140.15,0.74,0.53
189,OTEX,26.11,0.05,0.19
190,ESAB,120.28,4.37,3.77
191,AX,63.72,-0.22,-0.35
192,ESTC,94.50,-0.6,-0.64
193,NOG,29.48,0.09,0.31
194,AROC,24.92,-0.04,-0.16
195,OS,21.17,0.06,0.28
196,XRAY,15.61,0.05,0.35
197,INDB,63.15,-0.51,-0.80
198,MFC,29.65,0.18,0.59
199,MUFG,13.73,0.07,0.51
