header,symbol,price,price_change,price_percent_change
0,PTGX,55.95,17.6,45.89
1,VRN,5.68,0.77,15.68
2,DNBBF,25.62,1.99,8.42
3,MWA,26.92,1.87,7.45
4,KTOS,29.18,1.89,6.93
5,BECN,118.52,7.42,6.68
6,WSC,29.76,1.69,6.02
7,LSRCY,19.95,1.04,5.50
8,BLTE,66.95,3.76,5.95
9,TTC,77.32,4.07,5.55
10,REGN,744.83,37.32,5.27
11,AES,11.78,0.53,4.76
12,STVN,22.66,1.1,5.10
13,ELF,73.98,3.3,4.67
14,AMKBY,9.55,0.43,4.71
15,NEE,76.18,3.35,4.60
16,DRPRY,6.20,0.26,4.38
17,EQNR,24.16,0.99,4.27
18,NSP,94.21,3.85,4.26
19,SCI,84.15,3.29,4.07
20,WES,40.53,1.62,4.15
21,FIZZ,42.56,1.69,4.14
22,CWEN-A,26.98,1.06,4.09
23,APGE,37.54,1.4,3.87
24,HOG,27.14,1.05,4.02
25,NEE-PR,43.24,1.65,3.97
26,ENLT,17.11,0.5,3.01
27,ETSY,48.65,1.85,3.95
28,CWEN,28.65,1.03,3.73
29,RRC,36.48,1.26,3.58
30,ORA,73.03,2.39,3.38
31,GOLF,70.85,2.34,3.42
32,TNXP,13.47,0.45,3.46
33,BEPC,28.64,0.97,3.49
34,LNTH,110.01,3.67,3.45
35,SMCAY,19.48,0.63,3.34
36,AAP,36.58,1.21,3.42
37,SOBO,24.84,0.79,3.28
38,DVA,151.90,4.88,3.32
39,BMY,63.15,2.06,3.37
40,EXE,99.09,3.06,3.19
41,AR,34.71,1.07,3.18
42,CME,262.28,7.71,3.03
