header,symbol,price,price_change,price_percent_change
0,QBTS,10.13,3.22,46.60
1,RGTI,11.22,2.47,28.23
2,RBRK,70.56,15.28,27.64
3,SMTC,39.60,6.89,21.06
4,IONQ,25.02,3.65,17.08
5,PTON,7.05,0.98,16.14
6,SOUN,10.34,1.43,16.05
7,OKLO,27.67,3.72,15.53
8,DOCU,85.76,11.06,14.81
9,WXXWY,6.86,0.86,14.65
10,ULTA,357.48,43.01,13.68
11,WRD,18.40,2.13,13.09
12,ROOT,151.73,17.5,13.04
13,MSTR,297.49,34.23,13.00
14,TEM,47.17,5.0,11.87
15,FNMA,6.13,0.65,11.86
16,VNET,11.65,1.25,12.02
17,CAR,61.95,6.46,11.64
18,AUR,6.97,0.71,11.34
19,BOLSY,6.69,0.67,11.13
20,RSI,10.71,1.03,10.64
21,FMCC,5.09,0.49,10.65
22,ASR,285.86,27.37,10.59
23,CCI,103.20,9.67,10.34
24,ALAB,72.18,6.86,10.50
25,MP,26.87,2.49,10.21
26,WGS,98.47,9.15,10.24
27,FUTU,118.47,10.95,10.18
28,TNXP,15.00,1.36,9.97
29,TGTX,40.84,3.78,10.20
30,NBIS,28.75,2.58,9.86
31,CRDO,49.15,4.2,9.34
32,NU,11.73,0.98,9.07
33,FNMAH,8.90,0.75,9.20
34,PATH,10.88,0.91,9.13
35,FMCKM,8.65,0.71,8.94
36,HOOD,39.24,3.22,8.94
37,FNMAJ,9.49,0.77,8.83
38,NFE,9.26,0.76,8.88
39,ELF,68.20,5.23,8.31
40,BEKE,24.40,1.95,8.71
41,CVNA,181.16,14.49,8.69
42,ACHR,7.90,0.65,8.97
43,FMCKI,8.70,0.69,8.61
44,PONY,13.92,1.11,8.67
45,MARA,13.18,1.02,8.39
46,PLTR,86.24,6.62,8.31
47,SMMT,20.79,1.6,8.34
48,ASAN,13.89,0.98,7.59
49,QFIN,43.19,3.22,8.06
50,ATEYY,57.02,4.22,7.99
51,FUN,37.81,2.74,7.83
52,SMCI,42.17,3.09,7.91
53,FINMY,25.96,1.9,7.90
54,MDGL,348.35,25.33,7.84
55,ASTS,28.15,2.03,7.77
56,APP,292.89,20.89,7.68
57,OMAB,81.10,5.52,7.30
58,CE,57.07,3.98,7.50
59,LB,72.49,5.05,7.49
60,IEP,9.50,0.63,7.10
61,FNMAL,17.45,1.2,7.38
62,CVLT,159.17,10.86,7.32
