,symbol,price,price_change,price_percent_change
0,GAP,22.35,2.87,14.73
1,HE,11.77,1.37,13.15
2,HMY,11.92,1.07,9.86
3,RGTI,9.24,0.73,8.64
4,BILI,24.18,1.9,8.53
5,MRNA,37.15,2.85,8.31
6,AKRBF,21.00,1.58,8.14
7,BKRIF,13.15,0.95,7.79
8,ENPH,63.19,4.47,7.60
9,WBA,11.36,0.76,7.17
10,ZIM,20.98,1.21,6.10
11,VAL,37.17,2.34,6.73
12,NE,24.44,1.44,6.26
13,GT,9.56,0.59,6.63
14,MPW,6.00,0.35,6.19
15,TDW,43.27,2.27,5.54
16,XPEV,23.50,1.27,5.69
17,LI,29.07,1.51,5.48
18,M,13.99,0.77,5.86
19,FSLR,137.79,6.66,5.08
20,CPB,41.98,2.19,5.51
21,TWODY,14.68,0.71,5.08
22,PKX,53.22,2.56,5.05
23,CAG,27.30,1.32,5.08
24,IMPUY,6.38,0.3,4.93
25,SWKS,70.34,3.41,5.09
26,PTEN,7.47,0.32,4.41
27,RKT,15.53,0.68,4.58
28,PII,47.15,2.18,4.86
29,OSCR,16.33,0.71,4.51
30,MUR,25.23,1.07,4.41
31,SLB,41.41,1.65,4.15
32,DG,79.63,3.39,4.44
33,MPNGF,23.67,0.97,4.27
34,SIRI,24.78,1.03,4.36
35,ZLAB,36.89,1.5,4.24
36,HSAI,17.01,0.61,3.72
37,AES,11.32,0.45,4.14
38,UWMC,6.49,0.26,4.17
39,FLO,19.42,0.78,4.18
40,WFRD,56.27,2.04,3.76
41,CELH,26.47,1.05,4.13
42,SJM,116.25,4.76,4.27
43,QRVO,74.08,2.88,4.04
44,ZK,31.21,1.2,4.00
45,BMY,62.49,2.31,3.84
46,GIS,64.75,2.53,4.07
47,CHX,29.66,1.14,3.98
48,CL,97.05,3.76,4.03
49,EXPD,125.17,4.43,3.66
50,VOD,9.35,0.34,3.83
51,XP,15.12,0.57,3.95
52,IMO,67.47,2.34,3.59
53,BZ,18.02,0.68,3.92
54,GFS,39.84,1.45,3.78
55,HSY,186.67,6.66,3.70
56,KR,66.25,2.47,3.87
57,MTDR,46.40,1.6,3.58
58,CALM,85.61,2.96,3.58
59,AEO,12.78,0.47,3.86
60,HAL,25.29,0.84,3.44
61,WLY,45.35,1.65,3.78
62,JKHY,189.97,6.46,3.52
63,BIIB,152.74,5.37,3.65
64,AVTR,16.72,0.55,3.37
65,DNLI,16.82,0.55,3.38
66,KHC,31.98,1.1,3.55
67,ADM,49.78,1.72,3.57
68,CLS,84.37,2.75,3.37
69,MGY,23.34,0.74,3.27
70,BAH,112.18,3.85,3.56
71,EQNR,23.11,0.74,3.33
72,LW,53.51,1.81,3.50
73,INSP,181.06,5.96,3.40
74,EC,9.91,0.32,3.39
75,WMK,79.86,2.6,3.37
76,CACI,371.05,12.09,3.37
77,MPNGY,46.92,1.52,3.35
78,CART,38.99,1.24,3.28
79,W,34.20,1.1,3.32
80,PBF,21.67,0.66,3.14
81,PR,12.81,0.38,3.01
82,VZ,45.69,1.46,3.30
83,AGCO,99.87,3.12,3.22
84,MRK,96.80,2.8,2.98
85,ITW,273.70,8.59,3.24
86,AWK,142.45,4.27,3.09
87,TTEK,29.48,0.91,3.19
88,GFI,19.93,0.61,3.16
89,SM,27.95,0.8,2.95
90,REGN,719.26,20.82,2.98
91,AVGO,184.96,5.51,3.07
92,BRC,71.91,2.18,3.13
93,WU,11.42,0.36,3.29
94,CMCSA,37.46,1.19,3.27
95,OXY,47.07,1.36,2.98
96,CHRW,100.68,3.18,3.26
