,symbol,price,price_change,price_percent_change
94,CHWY,34.69,1.49,4.49
95,ANGPY,6.55,0.27,4.30
96,RNW,6.09,0.02,0.33
97,JHG,38.44,0.75,1.98
98,NUVL,71.03,0.78,1.10
99,TFPM,18.15,0.74,4.25
100,MTZ,119.75,5.28,4.61
101,CNTA,16.84,0.37,2.25
102,DKNG,40.61,1.95,5.04
103,ATGE,97.00,3.34,3.57
104,VNET,11.77,-0.14,-1.22
105,MTSI,102.46,1.53,1.49
106,WAY,37.91,0.95,2.58
107,RKLB,19.10,1.27,7.12
108,ANET,82.57,3.44,4.35
109,SITM,163.76,7.37,4.71
110,PLMR,133.21,2.0,1.53
111,TOST,34.88,1.43,4.29
112,FCX,36.69,0.81,2.26
113,BA,158.04,3.98,2.58
114,IVPAF,9.40,0.36,3.98
115,XIACY,34.50,1.32,3.98
116,PWR,256.97,10.94,4.45
117,SPOT,546.71,38.27,7.53
118,VEOEY,17.00,0.64,3.91
119,HCC,49.30,0.42,0.86
120,RBRK,59.26,5.44,10.10
121,SHOP,96.58,3.63,3.90
122,CMC,45.64,0.77,1.72
123,SG,26.24,1.4,5.64
124,ACA,81.50,2.95,3.76
125,MNDY,252.97,10.15,4.18
126,MPW,5.92,0.22,3.86
127,GTLB,53.90,1.96,3.77
128,AEM,100.84,0.27,0.27
129,GWRE,177.30,4.48,2.59
130,KKR,116.83,4.72,4.21
131,GFI,19.95,-0.58,-2.83
132,MOD,80.07,2.8,3.62
133,FRPT,86.47,2.69,3.21
134,ASX,9.76,0.29,3.06
135,AMG,163.32,3.1,1.93
136,EVR,199.84,2.87,1.46
137,CLSK,8.51,0.25,3.03
138,PODD,248.54,3.19,1.30
139,BKU,33.15,0.7,2.16
140,QTWO,75.83,1.99,2.70
141,BYDDF,45.00,1.5,3.45
142,EQT,49.65,0.54,1.11
143,USLM,90.03,1.96,2.23
144,PSTG,50.28,1.65,3.39
145,AR,36.32,0.46,1.28
146,AVGO,197.78,7.69,4.05
147,NOW,837.95,29.55,3.66
148,ET,18.22,0.39,2.16
149,BUR,13.63,0.35,2.63
150,AAON,85.00,2.61,3.17
151,TWLO,104.15,4.07,4.07
152,YMM,12.91,0.33,2.63
153,FG,40.88,0.47,1.15
154,IBKR,176.14,5.8,3.41
155,APO-PA,70.25,2.15,3.16
156,BX,143.43,5.29,3.82
157,CEG,220.60,12.02,5.76
158,WDC,42.79,0.99,2.38
159,TECK,40.02,1.5,3.90
160,ELV,419.04,-3.01,-0.71
161,BROS,62.83,2.66,4.41
162,GEO,24.46,0.85,3.60
