,symbol,price,price_change,price_percent_change
0,LUCY,4.95,2.5,102.04
1,JNVR,44.97,17.59,64.24
2,BNGO,4.4,1.32,42.86
3,AREB,7.25,1.67,29.93
4,SXTP,3.1,0.6,24.0
5,JUNE,10.01,1.69,20.37
6,GNFT,3.26,0.55,20.07
7,KROS,12.24,1.91,18.49
8,VGAS,3.82,0.56,17.18
9,BAOS,2.47,0.36,17.06
10,USAU,10.02,1.44,16.78
11,LOVE,18.49,2.56,16.07
12,USAR,8.49,1.12,15.2
13,UAMY,2.54,0.3,13.62
14,NEOG,5.63,0.61,12.15
15,CLIK,3.05,0.31,11.31
16,TCRT,2.86,0.29,11.28
17,HMY,16.28,1.59,10.82
18,MIMI,4.1,0.4,10.81
19,NUTX,114.75,10.96,10.56
20,SMMT,20.15,1.92,10.53
21,MAXN,3.28,0.31,10.44
22,SKE,10.17,0.91,9.83
23,UPC,3.6,0.32,9.76
24,BYRN,18.08,1.5,9.05
25,ASPI,5.44,0.45,9.02
26,BIOA,3.43,0.28,8.89
27,GFI,23.38,1.83,8.49
28,FSM,6.23,0.48,8.35
29,OLMA,3.41,0.26,8.25
30,CERT,10.51,0.78,8.02
31,DRD,15.27,1.1,7.76
32,DNA,7.3,0.52,7.67
33,ICCT,3.97,0.28,7.59
34,SATL,3.78,0.26,7.39
35,SBC,3.4,0.23,7.26
36,MRT,2.84,0.19,7.17
37,OR,21.84,1.43,7.01
38,ARQQ,14.37,0.94,7.0
39,PSMT,91.76,5.97,6.96
40,TOPW,2.37,0.15,6.76
41,AU,38.86,2.44,6.71
42,ALHC,19.78,1.24,6.69
43,ORLA,9.88,0.6,6.52
44,CTGO,10.87,0.66,6.46
45,CYBN,5.77,0.35,6.46
46,HRTG,16.14,0.97,6.43
47,RAY,2.35,0.14,6.33
48,AGL,5.5,0.33,6.27
49,MTEN,4.42,0.26,6.25
50,BLTE,58.52,3.42,6.21
51,GSIT,2.5,0.14,6.14
52,VOXR,2.94,0.17,6.14
53,IAG,6.88,0.37,5.68
54,CJMB,4.12,0.22,5.64
55,BTG,3.06,0.16,5.52
56,AEM,111.63,5.83,5.51
57,AGI,27.98,1.45,5.44
58,MAMO,2.58,0.13,5.31
59,EGO,18.0,0.91,5.3
60,VMAR,5.79,0.29,5.27
61,LI,22.25,1.11,5.25
62,SKGR,12.03,0.59,5.16
63,KGC,13.69,0.67,5.15
64,SAND,7.6,0.37,5.12
65,EYPT,4.8,0.23,5.03
66,JZXN,5.01,0.24,5.03
67,GDS,20.39,0.96,4.94
68,CDTG,2.34,0.11,4.93
69,FNV,157.44,7.22,4.81
70,NGD,3.4,0.15,4.78
71,TDUP,3.3,0.15,4.76
72,API,3.14,0.14,4.67
73,ARMN,5.11,0.23,4.61
74,NEM,50.95,2.2,4.51
75,DC,2.78,0.12,4.51
76,RYET,4.43,0.19,4.48
77,WKSP,3.28,0.14,4.46
78,NGVC,46.91,2.0,4.45
79,IDR,16.45,0.7,4.44
80,ACT,34.84,1.47,4.41
81,WPM,77.85,3.23,4.33
82,PDEX,61.1,2.47,4.21
83,YSXT,3.29,0.13,4.11
84,SA,11.15,0.44,4.11
85,RRGB,3.06,0.12,4.08
86,YALA,5.38,0.21,4.06
87,RAIN,2.45,0.1,4.03
88,BJDX,2.58,0.1,4.03
89,ASND,143.33,5.49,3.98
90,MTA,3.02,0.12,3.97
91,HCI,145.45,5.48,3.92
92,RGLD,170.97,6.43,3.91
93,EQX,6.49,0.24,3.84
94,CGAU,6.25,0.23,3.82
95,PESI,7.34,0.27,3.82
96,TZUP,4.44,0.16,3.74
97,SLP,26.5,0.95,3.73
98,BJ,117.31,4.21,3.72
99,EUDA,3.64,0.13,3.7
