,symbol,price,price_change,price_percent_change
0,IBO,3.02,0.94,45.19
1,LAZR,6.91,0.63,9.97
2,MNTK,2.29,0.15,6.92
3,OUST,8.95,0.57,6.8
4,CSTE,2.92,0.18,6.57
5,TERN,3.26,0.12,3.82
6,MGNX,2.18,0.08,3.81
7,EGBN,22.12,0.55,2.53
8,ADPT,7.93,0.18,2.32
9,WSFS,52.84,1.16,2.23
10,BWIN,43.75,0.63,1.46
11,INDB,63.96,0.89,1.41
12,THRY,15.27,0.2,1.33
13,SHEN,12.6,0.15,1.2
14,PRCH,6.47,0.07,1.09
15,NFE,10.46,0.11,1.06
16,VOD,9.8,0.1,1.03
17,KYMR,33.55,0.34,1.02
18,JRVR,3.94,0.04,0.92
19,CADL,8.32,0.07,0.91
20,TCBI,76.28,0.67,0.89
21,HFFG,3.58,0.03,0.85
22,KALV,12.1,0.1,0.83
23,PCH,46.1,0.36,0.79
24,PPTA,11.55,0.09,0.79
25,GLUE,7.11,0.05,0.71
26,ARKO,4.1,0.03,0.61
27,AHCO,10.07,0.06,0.6
28,CNOB,23.73,0.14,0.59
29,TRMK,34.15,0.2,0.59
30,ASTH,31.0,0.18,0.58
31,ORGO,4.9,0.03,0.51
32,STBA,37.42,0.18,0.48
33,SBCF,26.2,0.12,0.46
34,REAX,4.43,0.02,0.45
35,OABI,2.28,0.01,0.44
36,LCID,2.3,0.01,0.66
37,BIIB,141.98,0.6,0.42
38,AVXL,9.97,0.04,0.42
39,FSLR,129.0,0.54,0.42
40,SMCI,39.26,0.15,0.4
41,CPB,38.13,0.15,0.39
42,PLMR,131.23,0.51,0.39
43,CPRX,23.25,0.09,0.39
44,AXGN,18.1,0.07,0.36
45,CELH,31.36,0.1,0.34
46,TTEK,29.34,0.08,0.27
47,STOK,8.35,0.02,0.23
48,PLYA,13.34,0.03,0.23
49,DVAX,13.65,0.03,0.22
50,NYMT,6.9,0.02,0.22
51,STAA,17.95,0.03,0.17
52,LPRO,3.08,0.01,0.16
53,BMRN,71.72,0.12,0.16
54,NVEE,18.9,0.03,0.16
55,GNTX,24.12,0.03,0.12
56,MDLZ,64.02,0.07,0.1
57,TSVT,4.96,0.01,0.1
58,SPTN,19.91,0.02,0.1
59,DCOM,28.26,0.02,0.07
60,SRPT,73.5,0.04,0.06
61,PTVE,17.92,0.01,0.06
62,CCEP,85.6,0.04,0.05
63,PDCO,31.2,0.01,0.03
64,CATY,43.15,0.01,0.02
65,ALTR,111.55,0.01,0.01
66,TSLA,236.27,0.01,0.0
67,KURA,7.85,0.0,0.0
68,ACGL,92.45,0.0,0.0
69,MXCT,3.07,0.0,0.0
70,OTTR,82.35,0.0,0.0
71,LGTY,14.24,0.0,0.0
72,GCMG,13.31,0.0,0.0
73,CMPX,2.24,0.0,0.0
74,RYTM,54.23,0.0,0.0
75,ATSG,22.32,0.0,0.0
76,BYND,3.47,0.0,0.0
77,TRS,25.0,0.0,0.0
78,EXE,109.24,-0.01,-0.01
79,BECN,123.81,-0.02,-0.02
80,GDS,28.61,-0.01,-0.03
81,HWC,51.96,-0.02,-0.04
82,WTW,334.38,-0.13,-0.04
83,VRSN,242.22,-0.1,-0.04
84,PEP,147.09,-0.06,-0.04
85,WBA,11.12,-0.01,-0.04
86,ICE,175.5,-0.09,-0.05
87,LNT,63.52,-0.04,-0.06
88,FYBR,35.93,-0.02,-0.06
89,UFPI,107.83,-0.07,-0.06
90,ACCD,6.98,-0.01,-0.07
91,EVRG,67.92,-0.05,-0.07
92,SPNS,27.04,-0.02,-0.07
93,AEP,106.12,-0.09,-0.08
94,VRRM,20.88,-0.02,-0.1
95,CME,266.26,-0.28,-0.11
96,NTRS,98.76,-0.1,-0.11
97,INSM,78.67,-0.1,-0.13
98,KDP,33.38,-0.04,-0.13
99,KHC,29.67,-0.04,-0.13
