,symbol,price,price_change,price_percent_change
161,ODD,41.87,-0.93,-2.17
162,BIO,243.12,-6.05,-2.43
163,VCTR,55.60,-2.33,-4.03
164,FLS,42.90,-1.72,-3.84
165,VCYT,31.60,-1.01,-3.11
166,FTI,25.04,-1.14,-4.36
167,WK,67.94,-1.97,-2.82
168,TTMI,18.93,-0.91,-4.59
169,NPO,150.70,-4.3,-2.77
170,UA,5.22,-0.12,-2.25
171,BN,48.58,-1.87,-3.71
172,MAC,14.49,-0.45,-2.99
173,WLK,93.73,10.65,12.82
174,SE,116.10,-2.99,-2.52
175,BOOT,100.00,-3.69,-3.56
176,RRR,41.58,-0.83,-1.95
177,EQH,48.08,-1.52,-3.07
178,SEE,26.98,3.05,12.75
179,ICUI,147.59,-3.45,-2.28
180,DV,13.37,1.51,12.73
181,HUBS,549.05,61.98,12.73
182,FROG,30.81,-0.74,-2.35
183,BFH,46.41,-1.87,-3.87
184,DSCSY,19.55,2.19,12.62
185,ELAN,9.15,-0.23,-2.45
186,AIT,225.46,-6.51,-2.73
187,CRC,35.15,-1.33,-3.63
188,JHG,32.28,-0.89,-2.70
189,FLR,34.73,3.87,12.54
190,ASX,8.13,-0.22,-2.65
191,ATEYY,41.67,4.64,12.53
192,ATLKY,15.36,1.71,12.53
193,OSK,86.29,-2.76,-3.10
194,DOOO,37.30,4.12,12.42
195,LB,65.50,-2.49,-3.66
196,FIVE,59.92,-2.74,-4.38
197,INGM,16.42,1.81,12.39
198,WAL,65.85,-2.69,-3.90
199,SNPS,413.20,-15.51,-3.62
