,symbol,price,price_change,price_percent_change
97,DFS,164.15,6.38,4.04
98,UI,314.80,12.22,4.04
99,BRZE,34.97,1.37,4.08
100,GXO,38.47,1.47,3.99
101,ASAN,13.15,0.51,4.03
102,BEAM,27.42,1.01,3.82
103,ETN,293.62,11.31,4.01
104,DNLI,15.63,0.59,3.93
105,ORCL,149.86,5.68,3.94
106,CIEN,66.44,2.49,3.89
107,RHHBY,43.61,1.64,3.91
108,SONY,23.82,0.87,3.79
109,PKX,52.78,1.97,3.88
110,ICLR,182.32,6.54,3.72
111,ONON,46.96,1.79,3.95
112,MLTX,39.20,1.46,3.87
113,DELL,94.98,3.41,3.72
114,CROX,102.04,3.72,3.78
115,NOW,838.89,30.48,3.77
116,RBLX,56.82,2.07,3.78
117,AVGO,197.39,7.3,3.84
118,NVMI,219.50,7.86,3.71
119,CORZ,8.96,0.33,3.82
120,VERX,33.34,1.19,3.70
121,SAFRY,68.45,2.44,3.70
122,GKOS,101.41,3.62,3.70
123,WFRD,54.16,1.9,3.64
124,TSM,177.34,6.37,3.72
125,HUBS,613.08,22.41,3.79
126,VRN,6.07,0.21,3.58
127,EME,386.31,13.71,3.68
128,ACVA,14.27,0.49,3.56
129,INTR,5.34,0.18,3.59
130,RARE,39.73,1.4,3.65
131,APO,135.01,4.6,3.52
132,MTZ,118.54,4.07,3.56
133,CNM,48.19,1.64,3.52
134,TECK,39.94,1.42,3.69
135,DOCS,63.86,2.15,3.48
136,TRGP,187.31,6.12,3.38
137,CDNS,242.30,8.05,3.44
138,WRD,16.89,0.58,3.55
139,RYCEY,10.25,0.33,3.33
140,ET,18.42,0.59,3.28
141,JCI,79.65,2.66,3.45
142,SYF,53.79,1.8,3.46
143,FLEX,34.85,1.12,3.32
144,TLK,15.05,0.48,3.33
145,TAC,9.63,0.31,3.33
146,PCOR,67.33,2.12,3.26
147,WAL,76.11,2.46,3.34
148,CAMT,65.56,2.17,3.42
149,BMA,84.27,2.65,3.25
150,ARM,115.09,3.6,3.23
151,S,19.38,0.63,3.36
152,JBSAY,11.25,0.35,3.21
153,DY,148.65,4.53,3.14
154,FRPT,86.52,2.74,3.27
155,WCC,163.18,4.99,3.15
156,SNOW,154.57,4.67,3.12
157,ASX,9.77,0.3,3.17
158,FHN,18.76,0.57,3.16
159,TEO,11.31,0.34,3.10
160,ODD,45.78,1.48,3.35
161,FLS,48.85,1.48,3.11
162,RUM,8.03,0.24,3.08
163,DIOD,46.87,1.39,3.06
164,INSM,75.89,2.19,2.97
165,FICO,"1,775.10",52.25,3.03
166,RIVN,11.10,0.31,2.87
167,JLL,253.21,7.44,3.03
