,symbol,price,price_change,price_percent_change
0,OPTN,9.28,3.28,54.63
1,PRA,22.98,7.45,47.91
2,AEVA,4.18,1.07,34.41
3,RGC,40.83,10.06,32.69
4,OM,10.4,2.12,25.65
5,SPRY,14.45,2.8,24.03
6,ULY,4.56,0.87,23.58
7,CRVO,11.53,2.16,23.05
8,STAI,2.96,0.53,21.81
9,MYNZ,5.2,0.93,21.78
10,RENT,5.88,1.05,21.74
11,EXOD,48.68,7.93,19.46
12,NIPG,2.47,0.4,19.32
13,AIFF,5.75,0.93,19.29
14,OSS,2.88,0.46,19.01
15,STAK,3.85,0.57,17.38
16,CLEU,2.36,0.34,16.83
17,ANNA,8.98,1.75,24.24
18,NAOV,3.72,0.46,14.17
19,CPS,16.74,2.08,14.15
20,PHH,11.09,1.37,14.09
21,HFFG,3.33,0.4,13.61
22,TITN,16.72,1.99,13.51
23,CAPR,13.85,1.63,13.34
24,BKKT,10.52,1.21,13.0
25,POET,4.34,0.47,12.16
26,MNTK,2.32,0.24,11.54
27,QNTM,7.42,0.76,11.41
28,APVO,2.93,0.3,11.41
29,ACHV,2.95,0.28,10.49
30,JUNE,7.68,0.72,10.41
31,OPRX,9.48,0.87,10.1
32,ELAB,6.19,0.55,9.75
33,KNOP,6.18,0.55,9.68
34,ADTX,11.0,0.97,9.67
35,ONIT,33.68,2.95,9.6
36,KPTI,6.45,0.56,9.51
37,ECX,2.84,0.24,9.42
38,FEIM,17.29,1.46,9.22
39,JFB,3.98,0.33,8.95
40,XCUR,14.02,1.12,8.68
41,TWI,9.16,0.71,8.4
42,LSF,6.11,0.46,8.14
43,HOUS,4.07,0.3,8.11
44,IHS,4.88,0.36,8.08
45,CVNA,189.46,13.37,7.59
46,USAU,11.06,0.76,7.38
47,IMCR,30.78,2.07,7.21
48,ACB,4.65,0.31,7.17
49,GAMB,13.36,0.88,7.05
50,BLND,3.8,0.25,7.04
51,DWTX,6.32,0.41,6.94
52,KUKE,2.23,0.14,6.7
53,XTIA,2.7,0.17,6.5
54,LWAY,24.07,1.46,6.46
55,SPCB,7.62,0.45,6.28
56,RR,2.26,0.13,6.11
57,BE,25.79,1.48,6.09
58,SQNS,2.43,0.14,6.0
59,DBI,4.03,0.23,5.92
60,KURA,7.7,0.43,5.91
61,FIVE,80.04,4.46,5.89
62,SLQT,3.82,0.21,5.82
63,IGIC,27.12,1.49,5.81
64,JTAI,5.49,0.3,5.78
65,SSTI,18.46,0.99,5.67
66,ACVA,15.42,0.81,5.58
67,BCAX,13.08,0.68,5.48
68,TBBB,25.52,1.32,5.45
69,WS,28.34,1.46,5.43
70,REBN,4.89,0.25,5.39
71,SNDX,13.82,0.7,5.37
72,CAVA,85.32,4.33,5.34
73,OPRT,6.0,0.3,5.26
74,CNNE,17.86,0.88,5.18
75,ELVA,2.86,0.14,4.96
76,DRI,197.47,9.32,4.95
77,JBL,146.27,6.79,4.87
78,PAL,10.32,0.47,4.82
79,SGMT,4.03,0.18,4.68
80,TNXP,17.24,0.77,4.68
81,EUDA,4.19,0.18,4.49
82,KNSA,24.09,1.01,4.38
83,CLS,95.93,4.01,4.36
84,NIXX,2.2,0.09,4.27
85,RUN,6.94,0.28,4.13
86,BOWN,6.64,0.26,4.0
87,HSHP,6.0,0.23,3.99
88,DPRO,3.15,0.12,3.96
89,TTEC,3.47,0.13,3.92
90,BASE,14.1,0.53,3.87
91,ALLT,6.18,0.23,3.87
92,PLAY,19.55,0.71,3.8
93,DEC,13.78,0.5,3.77
94,PKX,55.32,2.0,3.75
95,VSCO,22.45,0.77,3.55
96,ADVM,5.6,0.19,3.51
97,IMVT,19.54,0.66,3.5
98,BRCC,2.22,0.07,3.49
99,ALL,211.92,7.04,3.44
