,symbol,price,price_change,price_percent_change
0,VVPR,4.3,2.04,90.48
1,ULY,5.28,1.37,35.04
2,HCAI,7.4,1.44,24.16
3,WOR,51.3,9.67,23.23
4,PLTK,5.38,0.98,22.39
5,QNTM,7.05,1.19,20.31
6,LXEH,12.34,1.94,18.68
7,EPSM,4.7,0.7,17.5
8,GME,29.17,3.77,14.84
9,LGHL,4.2,0.5,13.51
10,ZYBT,9.26,1.06,12.93
11,PRM,10.24,1.13,12.4
12,EDBL,3.23,0.34,11.76
13,CATO,3.6,0.34,10.43
14,ICU,2.44,0.23,10.36
15,BOF,2.46,0.23,10.31
16,BAK,4.06,0.37,10.03
17,LZMH,8.4,0.74,9.66
18,GPUS,2.62,0.23,9.37
19,SYTA,2.2,0.18,8.91
20,TZUP,4.38,0.35,8.73
21,UPC,4.89,0.39,8.71
22,CYD,18.5,1.47,8.63
23,VS,2.27,0.18,8.61
24,XYF,14.05,1.05,8.08
25,DOOO,38.3,2.75,7.75
26,REX,39.41,2.8,7.65
27,TBH,5.92,0.41,7.47
28,BYON,5.18,0.35,7.25
29,GV,3.41,0.23,7.23
30,QFIN,47.39,3.16,7.14
31,ALMS,4.28,0.28,7.13
32,NIU,4.42,0.28,6.88
33,RILY,4.32,0.27,6.67
34,CTAS,205.78,12.32,6.37
35,JFIN,12.44,0.69,5.92
36,AMPY,3.94,0.22,5.8
37,ASH,60.19,3.26,5.73
38,HOND,10.72,0.58,5.72
39,KNOP,6.73,0.36,5.65
40,RERE,3.18,0.17,5.48
41,GMGI,2.13,0.11,5.45
42,NPKI,6.19,0.31,5.27
43,GO,12.83,0.62,5.08
44,BIYA,4.57,0.22,5.06
45,GTE,5.16,0.24,4.98
46,TALO,9.7,0.46,4.97
47,ELAB,5.15,0.24,4.89
48,ACIC,12.03,0.55,4.79
49,AVD,4.41,0.2,4.75
50,TH,6.41,0.28,4.57
51,SJT,5.76,0.25,4.54
52,SSP,3.4,0.14,4.46
53,WVE,9.86,0.42,4.45
54,KOS,2.37,0.1,4.41
55,IMNM,7.26,0.3,4.39
56,KYTX,2.4,0.1,4.35
57,PHH,9.95,0.41,4.3
58,PAYX,150.27,6.14,4.26
59,DLTR,69.97,2.83,4.22
60,TLK,14.66,0.57,4.08
61,SFD,19.91,0.77,4.02
62,NGD,3.5,0.13,3.82
63,FLIC,12.52,0.46,3.81
64,LX,10.98,0.4,3.78
65,VNET,8.8,0.32,3.77
66,KFS,8.0,0.29,3.76
67,CNOB,24.62,0.89,3.73
68,EHLD,5.04,0.18,3.7
69,DAO,7.91,0.28,3.67
70,GRAB,4.7,0.17,3.63
71,IAG,6.26,0.22,3.63
72,PROP,5.44,0.19,3.62
73,DAR,30.73,1.06,3.57
74,SDRL,26.0,0.9,3.57
75,TTAM,14.12,0.48,3.56
76,MOH,321.0,10.46,3.37
77,WFRD,56.66,1.84,3.37
78,QSG,2.79,0.09,3.33
79,FPH,5.5,0.17,3.28
80,FFWM,4.89,0.15,3.27
81,SND,2.56,0.08,3.23
82,AZ,7.52,0.23,3.22
83,RIG,3.24,0.1,3.19
84,IQ,2.28,0.07,3.17
85,BIOX,4.32,0.13,3.1
86,MNSO,18.8,0.56,3.07
87,NAYA,2.35,0.07,3.07
88,TSE,4.03,0.12,3.07
89,CNC,60.72,1.78,3.02
90,BOOM,9.07,0.27,3.01
91,HUHU,5.5,0.16,3.0
92,NRXP,2.07,0.06,2.99
93,HFFG,4.49,0.13,2.98
94,ACHC,29.66,0.85,2.95
95,GDOT,8.41,0.24,2.94
96,MUR,28.54,0.81,2.9
97,HLLY,2.68,0.07,2.88
98,GMAB,19.6,0.55,2.86
99,TAL,13.4,0.37,2.84
