,symbol,price,price_change,price_percent_change
160,GAP,20.26,2.78,15.94
161,ATI,48.65,6.68,15.92
162,CHRD,94.99,12.96,15.80
163,FN,201.60,27.58,15.85
164,ROKU,63.86,8.76,15.90
165,LIF,36.61,4.99,15.78
166,ONON,45.03,6.12,15.73
167,CDE,5.57,0.76,15.80
168,ARES,142.27,19.06,15.47
169,CLF,7.95,1.09,15.89
170,IPGP,57.47,7.79,15.68
171,SHAK,87.67,11.82,15.58
172,DOW,29.82,4.01,15.54
173,EVR,189.45,25.68,15.68
174,NET,112.54,15.09,15.48
175,TPG,45.87,6.19,15.60
176,S,18.84,2.56,15.72
177,AUR,6.55,0.89,15.72
178,MNDY,252.00,33.68,15.43
179,FCX,33.72,4.51,15.44
180,SHC,11.32,1.52,15.51
181,RXO,14.98,2.04,15.77
182,VST,117.98,15.79,15.45
183,IOT,39.46,5.3,15.52
184,AI,21.16,2.92,16.01
185,MANH,166.26,22.36,15.54
186,OVV,35.96,4.78,15.33
187,BA,160.77,21.38,15.34
188,VRT,72.90,10.0,15.90
189,ASML,687.26,91.89,15.43
190,IFNNY,30.31,3.96,15.03
191,PSTG,44.68,5.99,15.48
192,SMTC,29.98,4.12,15.93
193,LUV,28.53,3.78,15.27
194,BROS,60.48,7.89,15.00
195,CORZ,7.51,1.0,15.36
196,DFS,170.89,22.68,15.33
197,VKTX,23.10,3.12,15.62
198,DKS,198.03,26.83,15.67
199,SWK,64.31,8.45,15.13
