,symbol,price,price_change,price_percent_change
133,SRRK,36.05,1.5,4.34
134,CRTO,36.37,1.56,4.48
135,PTCT,54.97,2.21,4.19
136,MPWR,596.04,24.83,4.35
137,TEAM,217.44,9.44,4.54
138,VICR,53.26,2.26,4.43
139,NFE,8.89,0.38,4.47
140,ARM,116.98,4.93,4.40
141,SITM,165.71,7.29,4.60
142,FINV,8.66,0.36,4.40
143,MNDY,253.22,10.85,4.48
144,APGE,40.00,1.67,4.36
145,NVDA,120.55,4.97,4.30
146,DB,23.99,1.01,4.39
147,SOC,24.68,1.02,4.33
148,ENVA,90.81,3.62,4.14
149,INTR,5.79,0.24,4.32
150,BL,49.51,2.05,4.32
151,MT,32.15,1.34,4.36
152,NUVL,77.74,3.25,4.37
153,TRMB,69.25,2.86,4.31
154,LRCX,78.51,3.25,4.33
155,DLO,8.60,0.37,4.50
156,AAON,81.69,3.38,4.31
157,URI,618.88,24.71,4.15
158,KD,35.16,1.41,4.18
159,OVV,40.06,1.65,4.31
160,PODD,255.00,10.33,4.22
161,RXRX,6.20,0.26,4.34
162,LSCC,60.38,2.4,4.13
163,FG,41.96,1.69,4.20
164,NTRA,148.49,5.98,4.20
165,HWKN,107.33,4.25,4.12
166,LPLA,321.71,12.84,4.16
167,CHKP,223.82,8.93,4.15
168,LRLCY,80.06,3.19,4.15
169,IBKR,167.64,6.61,4.10
170,PTEN,7.93,0.32,4.14
171,ZK,30.98,1.23,4.13
172,ADBE,393.75,15.91,4.21
173,WSC,29.82,1.22,4.27
174,DELL,96.30,3.85,4.16
175,ACHC,29.33,1.16,4.12
176,OMF,47.21,1.86,4.10
177,PBR-A,12.32,0.48,4.08
178,WK,88.54,3.48,4.09
179,FRHC,127.15,4.99,4.08
180,MNSO,20.52,0.81,4.08
181,PRCT,58.37,2.34,4.18
182,GXO,40.74,1.6,4.10
183,UPST,48.16,1.85,3.99
184,NOW,845.02,33.4,4.12
185,ZETA,14.25,0.55,4.00
186,PAGS,7.80,0.31,4.07
187,TRGP,190.23,7.37,4.03
188,VAL,37.78,1.47,4.05
189,USAC,26.45,1.01,3.99
190,THO,79.87,3.1,4.04
191,WNS,61.45,2.19,3.70
192,VIV,8.88,0.34,3.92
193,KLAC,708.62,27.12,3.98
194,ONTO,140.01,5.34,3.97
195,RUM,7.86,0.29,3.90
196,ELP,7.22,0.28,3.96
197,AROC,25.01,0.95,3.97
198,LB,70.10,2.66,3.94
199,ACAD,17.44,0.66,3.96
