,symbol,price,price_change,price_percent_change
0,JNVR,37.7,33.7,842.5
1,BJDX,7.5,3.97,112.46
2,ARTV,3.31,0.87,35.66
3,LGPS,5.04,1.14,29.23
4,USAR,9.47,1.92,25.43
5,NAOV,2.94,0.58,24.58
6,BGLC,2.92,0.57,24.47
7,NDRA,4.38,0.84,23.73
8,YSXT,3.0,0.53,21.46
9,AUID,6.12,1.03,20.24
10,MTEN,4.77,0.75,18.66
11,RYTM,54.96,8.01,17.06
12,SVRE,3.24,0.46,16.55
13,X,44.5,6.21,16.22
14,DNA,6.44,0.87,15.62
15,SMHI,4.53,0.59,14.97
16,DBVT,7.44,0.94,14.46
17,ISPR,3.2,0.4,14.29
18,TNXP,17.8,2.16,13.81
19,TUSK,2.29,0.27,13.37
20,OWLT,3.17,0.37,13.21
21,LHSW,3.3,0.38,13.01
22,RH,164.28,18.62,12.78
23,BZAI,2.51,0.28,12.56
24,SMR,14.1,1.5,11.94
25,GOGL,7.25,0.77,11.88
26,LXEH,27.0,2.81,11.64
27,FRO,14.31,1.48,11.54
28,UBXG,4.1,0.42,11.5
29,MLGO,20.67,2.11,11.37
30,PROP,4.34,0.44,11.28
31,NTZ,4.29,0.43,11.14
32,RGTI,8.33,0.83,11.07
33,STNG,35.36,3.5,11.0
34,LPG,19.22,1.88,10.84
35,OKLO,21.94,2.13,10.78
36,SMCI,33.0,3.18,10.66
37,ATOM,3.86,0.36,10.29
38,GRRR,18.58,1.73,10.27
39,INSW,31.68,2.92,10.15
40,GYRE,7.62,0.7,10.12
41,IONQ,22.72,2.04,9.86
42,GTX,8.06,0.72,9.81
43,XBIT,3.15,0.28,9.76
44,CAMT,55.17,4.61,9.12
45,TNK,37.58,3.11,9.02
46,ATYR,2.85,0.23,8.78
47,IE,5.16,0.41,8.76
48,RENT,5.0,0.4,8.7
49,TSSI,6.78,0.54,8.65
50,GLSI,9.59,0.76,8.61
51,UPST,37.78,2.98,8.56
52,RIG,2.36,0.18,8.53
53,FULC,2.72,0.21,8.37
54,NVGS,11.83,0.91,8.33
55,DOMO,7.18,0.54,8.13
56,HAFN,3.94,0.29,8.08
57,DHT,10.2,0.74,7.88
58,CRDO,35.91,2.61,7.84
59,DLTR,72.84,5.29,7.83
60,VERI,2.2,0.16,7.82
61,TEN,14.89,1.08,7.82
62,HFFG,4.29,0.31,7.79
63,TK,6.3,0.46,7.78
64,GRAL,23.98,1.73,7.75
65,HURA,3.64,0.26,7.69
66,DAVE,76.22,5.42,7.66
67,SHLS,3.38,0.24,7.64
68,NNE,23.07,1.62,7.55
69,LCID,2.45,0.17,7.46
70,INNV,3.04,0.21,7.42
71,TSEM,31.85,2.2,7.42
72,ARQQ,12.91,0.89,7.4
73,KALV,11.5,0.79,7.38
74,VRT,63.79,4.38,7.37
75,ACHR,6.66,0.46,7.34
76,LEU,58.38,3.96,7.27
77,FIVE,60.88,4.11,7.24
78,NTCL,9.98,0.67,7.2
79,MAXN,3.0,0.2,7.14
80,GCO,19.28,1.28,7.11
81,CXDO,4.41,0.29,7.04
82,RKLB,17.52,1.15,7.03
83,RDDT,92.99,6.08,7.0
84,ASC,9.35,0.61,6.98
85,FHTX,3.68,0.24,6.98
86,YALA,4.99,0.33,6.97
87,APLD,5.26,0.34,6.91
88,ONTO,111.64,7.2,6.89
89,GOCO,10.4,0.67,6.89
90,HIMS,27.77,1.78,6.85
91,TDUP,2.81,0.18,6.84
92,TPL,1152.38,73.38,6.8
93,MYNZ,3.18,0.2,6.71
94,CPSS,10.03,0.63,6.7
95,PARR,13.78,0.86,6.66
96,HTZ,3.94,0.24,6.49
97,SEZL,30.56,1.86,6.48
98,CLS,70.4,4.25,6.42
99,TRMD,14.85,0.88,6.3
