,symbol,price,price_change,price_percent_change
0,RH,167.98,22.32,15.32
1,RYTM,54.24,7.28,15.52
2,TXHPF,20.03,2.03,11.31
3,OKLO,21.81,2.01,10.13
4,X,41.97,3.68,9.61
5,SMCI,32.27,2.45,8.21
6,CAMT,54.69,4.12,8.16
7,FRO,13.84,1.01,7.87
8,RGTI,8.06,0.56,7.53
9,TSEM,31.98,2.33,7.87
10,TNXP,16.79,1.15,7.35
11,IONQ,22.12,1.44,6.96
12,DLTR,72.35,4.8,7.11
13,UPST,37.25,2.45,7.03
14,IVPAF,7.65,0.46,6.40
15,CRK,18.03,0.91,5.35
16,HIMS,27.31,1.32,5.08
17,RDDT,91.52,4.61,5.30
18,CNK,25.88,1.3,5.29
19,RNMBY,272.23,13.38,5.17
20,GLNG,32.28,1.58,5.15
21,CVNA,170.70,8.12,5.00
22,CRDO,34.88,1.58,4.76
23,TLN,182.38,7.99,4.58
24,ASTS,21.03,0.96,4.78
25,RKLB,17.12,0.75,4.58
26,APP,228.81,9.44,4.30
27,WGS,83.61,3.59,4.48
28,SYM,18.17,0.67,3.83
29,BRKR,38.08,1.62,4.44
30,MP,24.08,1.02,4.42
31,NVMI,169.07,7.04,4.35
32,ACHR,6.47,0.27,4.35
33,RSI,10.63,0.41,4.01
34,CDE,5.05,0.19,3.91
35,DNZOY,11.70,0.44,3.91
36,XENE,30.55,1.15,3.90
37,SIRI,20.27,0.76,3.90
38,BE,17.29,0.69,4.16
39,MMYT,90.82,3.7,4.25
40,LITE,51.60,2.04,4.13
41,KEP,7.51,0.27,3.73
42,RMD,212.56,7.39,3.60
43,HPE,13.27,0.48,3.75
44,CAVA,78.19,3.0,3.99
45,JOBY,5.56,0.2,3.70
46,INSP,147.07,5.14,3.62
47,QGEN,39.51,1.25,3.27
48,ONTO,108.08,3.64,3.49
49,LRCX,61.17,2.08,3.52
50,VRT,61.28,1.87,3.15
51,AMAT,131.56,4.61,3.63
52,CLF,7.22,0.26,3.66
53,SGHC,6.20,0.21,3.42
54,DKNG,32.74,1.07,3.38
55,TPL,"1,114.84",35.84,3.32
56,ANET,66.45,2.08,3.23
57,SOUN,7.55,0.23,3.12
58,LFUS,157.55,4.99,3.27
59,CEG,176.37,5.41,3.16
60,ZS,180.16,5.49,3.14
61,AVGO,151.21,4.92,3.36
62,NICE,146.02,4.72,3.34
63,BF-B,33.05,1.03,3.21
64,TER,71.09,2.37,3.45
65,EXAS,44.00,1.45,3.41
66,CSGP,74.90,2.28,3.15
67,FN,176.34,5.31,3.10
68,EQT,47.60,1.49,3.23
69,ROKU,56.83,1.55,2.80
70,ZION,42.67,1.28,3.10
71,ZI,7.76,0.22,2.99
72,MCHP,37.51,1.29,3.56
