,symbol,price,price_change,price_percent_change
0,HE,11.82,1.43,13.69
1,GAP,21.85,2.37,12.17
2,HMY,11.91,1.06,9.77
3,AKRBF,21.00,1.58,8.14
4,MRNA,37.42,3.12,9.10
5,ENPH,63.55,4.83,8.23
6,VAL,37.46,2.63,7.55
7,BKRIF,13.15,0.95,7.79
8,BILI,24.05,1.77,7.94
9,ZIM,21.42,1.65,8.34
10,WBA,11.35,0.75,7.12
11,TDW,43.76,2.76,6.72
12,NE,24.55,1.55,6.72
13,GT,9.57,0.6,6.74
14,MPW,5.99,0.34,6.11
15,RGTI,9.22,0.71,8.34
16,CAG,27.49,1.51,5.79
17,CPB,42.04,2.25,5.65
18,SWKS,70.89,3.96,5.91
19,LI,29.23,1.67,6.04
20,GIS,65.37,3.15,5.06
21,RKT,15.64,0.79,5.32
22,PII,47.21,2.24,4.98
23,IMPUY,6.40,0.32,5.25
24,MUR,25.35,1.19,4.93
25,TWODY,14.68,0.71,5.08
26,SIRI,24.99,1.24,5.22
27,M,13.95,0.73,5.56
28,OSCR,16.35,0.73,4.67
29,HSY,188.47,8.46,4.70
30,CRHKY,6.93,0.33,5.00
31,FSLR,137.44,6.31,4.81
32,SJM,116.71,5.22,4.68
33,XPEV,23.48,1.25,5.63
34,SLB,41.60,1.84,4.63
35,CHX,29.78,1.26,4.44
36,CELH,26.62,1.2,4.74
37,PTEN,7.51,0.36,5.10
38,UWMC,6.53,0.3,4.74
39,FLO,19.49,0.85,4.56
40,AVTR,16.83,0.66,4.11
41,EQNR,23.35,0.98,4.38
42,MTDR,46.92,2.12,4.74
43,BMY,63.02,2.84,4.72
44,DG,79.60,3.36,4.41
45,PKX,53.18,2.52,4.97
46,CALM,86.27,3.62,4.38
47,CL,97.24,3.95,4.23
48,WFRD,56.69,2.46,4.54
49,PBF,21.85,0.84,4.00
50,MPNGF,23.67,0.97,4.27
51,ZK,31.55,1.54,5.13
52,KHC,32.11,1.23,3.98
53,QRVO,74.11,2.91,4.08
54,ZLAB,36.99,1.6,4.52
55,HAL,25.37,0.92,3.76
56,MGY,23.52,0.92,4.07
57,PR,12.90,0.47,3.74
58,CART,39.10,1.35,3.59
59,GFS,40.00,1.61,4.20
60,VOD,9.36,0.35,3.94
61,HCM,16.64,0.62,3.87
62,ADM,49.88,1.82,3.79
63,MOS,25.31,0.59,2.39
64,LW,53.71,2.01,3.90
65,TAP,61.56,2.15,3.63
66,IMO,67.59,2.46,3.78
67,JKHY,190.68,7.17,3.90
68,OXY,47.20,1.49,3.26
69,KR,66.23,2.45,3.84
70,AES,11.28,0.41,3.77
71,APA,19.35,0.6,3.20
72,WLY,45.44,1.74,3.99
73,XP,15.13,0.58,3.99
74,EC,9.94,0.35,3.65
75,AGCO,100.79,4.04,4.18
76,VZ,45.81,1.58,3.56
77,BZ,17.96,0.62,3.58
78,MPNGY,46.91,1.51,3.33
79,NOV,14.81,0.46,3.21
80,DVN,34.97,1.1,3.25
81,BIIB,152.58,5.21,3.54
82,MRK,97.17,3.17,3.37
83,SM,28.15,1.0,3.68
84,REGN,723.07,24.63,3.53
85,AWK,142.64,4.46,3.23
86,GFI,19.92,0.6,3.13
87,HRL,29.95,0.95,3.28
88,MDLZ,68.73,1.97,2.95
89,W,34.56,1.47,4.43
90,WU,11.44,0.38,3.39
91,SBAC,225.52,6.78,3.10
92,STZ,184.91,5.96,3.33
93,BAH,112.21,3.88,3.58
94,LNTH,103.42,3.19,3.18
95,ING,20.64,0.64,3.18
96,CACI,371.05,12.09,3.37
97,CIVI,33.85,1.17,3.56
98,HP,25.84,0.76,3.03
99,MU,92.34,3.07,3.44
