,symbol,price,price_change,price_percent_change
0,LUCY,4.95,2.5,102.04
1,JNVR,44.97,17.59,64.24
2,BNGO,4.4,1.32,42.86
3,AREB,7.25,1.67,29.93
4,JUNE,10.01,1.69,20.37
5,GNFT,3.26,0.55,20.07
6,KROS,12.24,1.91,18.49
7,PRFX,2.15,0.33,18.13
8,VGAS,3.82,0.56,17.18
9,USAU,10.02,1.44,16.78
10,LOVE,18.49,2.56,16.07
11,USAR,8.49,1.12,15.2
12,UAMY,2.55,0.31,13.84
13,MIMI,4.19,0.49,13.24
14,VS,1.99,0.22,12.43
15,NEOG,5.63,0.61,12.15
16,CLIK,3.05,0.31,11.31
17,TCRT,2.86,0.29,11.28
18,HMY,16.12,1.55,10.64
19,NUTX,114.75,10.96,10.56
20,SMMT,20.15,1.92,10.53
21,MAXN,3.28,0.31,10.44
22,SKE,10.15,0.89,9.61
23,BYRN,18.08,1.5,9.05
24,ASPI,5.44,0.45,9.02
25,KPLT,8.48,0.7,9.0
26,BIOA,3.43,0.28,8.89
27,GFI,23.4,1.85,8.58
28,FSM,6.23,0.48,8.35
29,OLMA,3.41,0.26,8.25
30,MTEN,4.5,0.34,8.17
31,CERT,10.51,0.78,8.02
32,MRT,2.86,0.21,7.92
33,YSXT,3.41,0.25,7.91
34,DNA,7.3,0.52,7.67
35,UPC,3.53,0.25,7.62
36,DRD,15.25,1.08,7.62
37,ICCT,3.97,0.28,7.59
38,SATL,3.78,0.26,7.39
39,SBC,3.4,0.23,7.26
40,ARQQ,14.37,0.94,7.0
41,PSMT,91.76,5.97,6.96
42,OR,21.81,1.4,6.86
43,CTGO,10.9,0.69,6.76
44,TOPW,2.37,0.15,6.76
45,ALHC,19.78,1.24,6.69
46,AU,38.85,2.43,6.67
47,ORLA,9.88,0.6,6.47
48,HRTG,16.13,0.97,6.4
49,BLTE,58.52,3.42,6.21
50,LIPO,2.4,0.14,6.19
51,AGL,5.5,0.32,6.18
52,VOXR,2.94,0.17,6.14
53,CYBN,5.74,0.32,5.9
54,IAG,6.88,0.37,5.68
55,BTG,3.06,0.16,5.52
56,AEM,111.55,5.75,5.43
57,AGI,27.97,1.43,5.39
58,ARMN,5.14,0.26,5.33
59,EGO,18.0,0.91,5.32
60,MAMO,2.58,0.13,5.31
61,VMAR,5.79,0.29,5.27
62,LI,22.25,1.11,5.25
63,KGC,13.69,0.67,5.15
64,SAND,7.6,0.37,5.12
65,SKGR,12.02,0.58,5.07
66,EYPT,4.8,0.23,5.03
67,GDS,20.39,0.96,4.94
68,NGD,3.4,0.16,4.94
69,MCRP,2.55,0.12,4.94
70,CJMB,4.09,0.19,4.87
71,FNV,157.48,7.26,4.83
72,IDR,16.51,0.76,4.83
73,TDUP,3.3,0.15,4.76
74,API,3.14,0.14,4.67
75,JZXN,4.99,0.22,4.61
76,NEM,50.94,2.19,4.49
77,WKSP,3.28,0.14,4.46
78,ACT,34.84,1.47,4.41
79,WPM,77.9,3.28,4.4
80,PDEX,61.1,2.47,4.21
81,SA,11.16,0.45,4.2
82,JXG,2.26,0.09,4.15
83,MTA,3.02,0.12,4.14
84,DC,2.77,0.11,4.14
85,RRGB,3.06,0.12,4.08
86,YALA,5.38,0.21,4.06
87,RAIN,2.45,0.1,4.03
88,BJDX,2.58,0.1,4.03
89,EUDA,3.65,0.14,3.99
90,ASND,143.33,5.49,3.98
91,RGLD,170.97,6.43,3.91
92,AENT,2.96,0.11,3.86
93,MUX,7.57,0.28,3.84
94,EQX,6.49,0.24,3.84
95,CGAU,6.25,0.23,3.82
96,PESI,7.34,0.27,3.82
97,TZUP,4.44,0.16,3.74
98,TFPM,20.61,0.74,3.72
99,NGVC,46.58,1.67,3.72
