,symbol,price,price_change,price_percent_change
0,RYTM,54.96,8.01,17.06
1,X,44.50,6.21,16.22
2,TNXP,17.80,2.16,13.81
3,RH,164.43,18.77,12.89
4,FRO,14.31,1.48,11.50
5,TXHPF,20.03,2.03,11.31
6,RGTI,8.33,0.83,11.07
7,SMCI,33.00,3.18,10.66
8,OKLO,21.94,2.14,10.80
9,MLGO,20.67,2.11,11.37
10,IONQ,22.73,2.05,9.89
11,IVPAF,7.89,0.7,9.74
12,CAMT,55.17,4.61,9.12
13,UPST,37.78,2.98,8.56
14,NEGG,5.26,0.41,8.47
15,CRDO,35.91,2.61,7.84
16,DLTR,72.84,5.29,7.83
17,TSEM,31.85,2.2,7.42
18,ACHR,6.66,0.46,7.34
19,VRT,63.81,4.4,7.40
20,RDDT,92.94,6.03,6.94
21,TPL,"1,152.88",73.88,6.85
22,ONTO,111.67,7.23,6.92
23,RKLB,17.52,1.15,7.03
24,FIVE,60.88,4.11,7.24
25,HIMS,27.77,1.78,6.85
26,CLS,70.34,4.19,6.33
27,ASTS,21.33,1.26,6.28
28,RNMBY,274.70,15.85,6.12
29,TER,72.87,4.15,6.04
30,BRKR,38.70,2.24,6.14
31,SGHC,6.35,0.36,6.02
32,SYM,18.56,1.06,6.06
33,WGS,84.77,4.75,5.94
34,APP,232.22,12.85,5.86
35,ANET,68.17,3.79,5.90
36,VAL,31.25,1.68,5.68
37,DNZOY,11.90,0.64,5.68
38,GLNG,32.42,1.72,5.60
39,ARES,124.77,6.73,5.70
40,CAVA,79.30,4.11,5.47
41,INSP,149.79,7.86,5.53
42,GEV,286.52,15.04,5.54
43,QGEN,40.33,2.07,5.41
44,NE,19.41,1.0,5.43
45,AVGO,154.14,7.85,5.37
46,FIX,312.20,15.69,5.29
47,PLTR,77.84,3.83,5.17
48,W,27.42,1.37,5.26
49,FLEX,28.07,1.39,5.21
50,MCHP,38.09,1.87,5.16
51,KKR,97.50,4.71,5.08
52,MRX,36.63,1.73,4.96
53,AFRM,37.57,1.82,5.09
54,NVMI,170.61,8.58,5.30
55,MU,68.37,3.65,5.64
56,CLF,7.28,0.32,4.67
57,LRCX,62.20,3.11,5.26
58,LITE,52.26,2.7,5.45
59,CEG,179.79,8.83,5.16
60,SANM,70.60,3.3,4.90
61,CRK,17.96,0.84,4.91
62,BFH,43.94,2.06,4.92
63,LNTH,95.45,4.53,4.98
64,LFUS,160.04,7.48,4.90
65,TLN,183.06,8.66,4.97
66,KEP,7.59,0.35,4.83
67,TLX,14.25,0.64,4.70
68,KLAC,604.62,28.09,4.87
69,DELL,74.97,3.34,4.66
70,FN,179.39,8.36,4.89
71,PODD,256.23,10.97,4.47
72,MMYT,91.04,3.92,4.50
73,VST,102.58,4.51,4.60
74,MKSI,62.99,2.7,4.48
75,CNK,25.69,1.11,4.52
76,COHR,52.81,2.23,4.42
77,CSGP,75.75,3.13,4.31
78,AMAT,132.85,5.9,4.65
79,NRG,87.23,3.62,4.33
80,ALAB,55.16,2.22,4.19
81,DKILY,10.65,0.34,3.30
82,MASI,150.36,5.96,4.13
83,XENE,30.63,1.23,4.18
84,HPE,13.32,0.53,4.14
85,NICE,147.10,5.8,4.10
86,FCX,30.36,1.22,4.17
87,GTLB,42.80,1.71,4.16
88,SIRI,20.36,0.85,4.36
89,ADI,171.34,6.74,4.09
90,ON,35.08,1.38,4.09
91,STRL,109.10,4.14,3.94
92,JOBY,5.57,0.21,4.01
93,AUR,5.91,0.23,3.96
94,FTNT,88.00,3.29,3.88
95,DKNG,32.88,1.21,3.82
96,DFKCY,11.63,0.44,3.93
97,MP,23.96,0.9,3.90
98,RMD,213.16,7.99,3.89
99,RGEN,116.11,4.17,3.73
100,BE,17.24,0.64,3.83
101,DJTWW,11.00,0.4,3.77
102,JBL,121.28,4.4,3.76
103,NBIS,21.05,0.76,3.75
104,MIR,13.18,0.48,3.74
105,MBLY,13.65,0.49,3.69
106,PSTG,38.54,1.36,3.66
107,LOAR,71.97,2.53,3.64
108,SOUN,7.60,0.28,3.83
109,NVDA,97.64,3.33,3.53
110,CDE,5.03,0.17,3.60
111,RMBS,44.76,1.63,3.79
112,LB,61.76,2.12,3.54
113,ONON,40.96,1.35,3.41
114,MOD,72.61,2.53,3.61
115,BROS,53.10,1.73,3.36
116,FLUT,213.39,7.07,3.43
117,APO,112.35,3.67,3.38
118,BAC,35.58,1.19,3.46
119,AEIS,81.93,2.9,3.67
120,ROKU,57.13,1.85,3.35
121,HPQ,23.35,0.74,3.29
122,CIEN,55.18,1.68,3.14
123,NTRA,138.26,4.39,3.28
124,GME,24.28,0.79,3.36
125,GLBE,30.14,0.96,3.29
126,AMKR,15.37,0.49,3.29
127,SLNO,69.64,2.16,3.20
128,APH,60.93,1.84,3.11
129,DXCM,61.63,1.8,3.01
130,PH,530.63,13.4,2.59
131,ZS,180.05,5.38,3.08
132,CVNA,167.87,5.3,3.26
133,FOUR,74.78,2.28,3.14
134,ZION,42.65,1.26,3.04
135,SITM,122.85,3.62,3.04
136,HWM,115.80,3.47,3.09
137,SOFI,9.86,0.29,3.03
138,SPOT,519.03,15.73,3.13
139,FSUGY,17.50,0.51,3.00
