,symbol,price,price_change,price_percent_change
0,CELH,29.97,0.04,0.13
1,CALM,91.86,0.17,0.18
2,ASND,168.01,-0.83,-0.49
3,FINV,9.86,0.74,8.11
4,ENPH,62.44,-1.36,-2.13
5,DLO,9.43,0.01,0.05
6,QFIN,47.63,0.5,1.08
7,AEO,11.90,-0.12,-1.04
8,RNA,33.51,-0.33,-0.96
9,SGBAF,6.50,0.51,8.51
10,VRNA,66.28,-0.28,-0.42
11,TME,14.71,1.65,12.63
12,LION,8.19,0.6,7.91
13,RXRX,6.51,-0.34,-4.90
14,TAL,14.24,-0.07,-0.52
15,YOU,26.02,-0.35,-1.31
16,PBF,22.30,1.56,7.52
17,LITE,67.43,-0.88,-1.29
18,SAIC,109.49,-2.41,-2.15
19,HOOD,41.10,-0.92,-2.19
20,SSUMY,24.80,1.47,6.30
21,ORLA,9.50,0.26,2.81
22,AES,12.81,-0.24,-1.80
23,XIACY,38.21,1.24,3.35
24,YMM,13.63,-0.05,-0.37
25,TWST,41.60,-0.74,-1.77
26,GEV,328.42,-3.54,-1.06
27,LMND,35.96,-1.02,-2.76
28,MPWR,633.90,-6.74,-1.05
29,YETI,33.97,-0.03,-0.10
30,TKAMY,10.05,0.54,5.68
31,DPZ,444.21,-5.39,-1.20
32,SQM,45.51,0.01,0.02
33,HII,207.00,-0.13,-0.06
34,M,13.75,-0.06,-0.43
35,LIVN,41.11,-0.3,-0.72
36,ALB,79.37,0.03,0.04
37,CDE,6.74,0.31,4.82
38,XP,15.52,0.06,0.42
39,HGV,36.67,-0.12,-0.34
40,CROX,102.62,-1.25,-1.20
41,ACHR,8.15,-0.16,-1.87
42,BRRLY,13.60,0.67,5.18
43,UTHR,322.32,-0.62,-0.19
44,EDU,53.20,2.4,4.72
45,PTCT,56.28,-0.88,-1.55
46,VCEL,47.31,-0.29,-0.62
47,STNE,10.17,-0.02,-0.16
48,NIO,5.25,0.22,4.37
49,APP,300.44,-6.41,-2.09
50,JD,45.37,0.16,0.35
51,TTD,55.85,-0.65,-1.14
52,HIMS,33.83,-0.85,-2.46
53,FRHC,132.22,-0.53,-0.40
54,BABA,146.45,-1.12,-0.76
55,WSM,173.51,-1.49,-0.85
56,OLED,154.98,-1.53,-0.98
57,TRIP,14.38,-0.07,-0.48
58,WFRD,55.93,0.5,0.90
59,THC,128.12,0.12,0.09
60,TKO,145.62,-0.01,-0.01
61,SRPT,79.77,-21.58,-21.29
