,symbol,price,price_change,price_percent_change
0,NAOV,7.11,4.17,141.82
1,FATN,13.0,7.25,126.09
2,JZXN,3.89,1.25,47.07
3,CAPS,2.53,0.71,39.01
4,SPPL,3.82,1.04,37.41
5,REVB,3.69,0.98,36.24
6,VSTA,4.57,1.0,28.01
7,UPC,3.95,0.86,27.83
8,AGL,5.36,1.11,26.12
9,YSXT,3.08,0.47,18.13
10,GPUS,2.57,0.39,17.89
11,RIME,2.57,0.38,17.35
12,SPIR,8.77,1.29,17.25
13,VERO,2.88,0.42,17.07
14,SMTK,2.7,0.37,15.88
15,SWVL,3.03,0.41,15.65
16,PCRX,26.27,3.36,14.67
17,NXDT,4.09,0.51,14.25
18,RDHL,2.34,0.29,14.15
19,METC,7.61,0.93,13.92
20,MCTR,6.08,0.74,13.86
21,NXU,2.55,0.31,13.84
22,GDC,2.31,0.27,13.24
23,NUTX,84.94,9.55,12.67
24,VG,7.88,0.88,12.5
25,CRMD,6.79,0.72,11.86
26,SVRE,3.61,0.37,11.42
27,TNXP,19.82,2.02,11.35
28,SIGA,5.92,0.59,11.07
29,HUM,281.94,27.23,10.69
30,DXF,6.6,0.6,10.0
31,SAGT,2.65,0.24,9.96
32,LOCO,10.17,0.89,9.59
33,TOPW,2.3,0.2,9.52
34,SYTA,1.76,0.15,9.32
35,BTU,11.24,0.94,9.07
36,EHLD,4.45,0.37,9.07
37,ONEG,1.69,0.14,9.04
38,NEXT,6.49,0.51,8.53
39,CLOV,3.47,0.26,8.1
40,MYTE,7.09,0.53,8.08
41,LOCL,3.76,0.28,7.9
42,SAIH,3.69,0.27,7.89
43,CYD,14.82,1.08,7.86
44,CLNN,2.86,0.2,7.52
45,HNRG,11.11,0.75,7.24
46,GRAB,3.73,0.25,7.18
47,GFR,4.73,0.3,6.77
48,AVAV,121.03,7.65,6.75
49,TLSI,5.49,0.34,6.6
50,CNR,69.17,4.26,6.56
51,ONIT,28.0,1.7,6.44
52,HCC,43.47,2.6,6.36
53,ALHC,18.95,1.13,6.34
54,ASTH,31.09,1.8,6.15
55,NYXH,6.06,0.35,6.13
56,PPTA,9.53,0.55,6.12
57,CVS,67.67,3.82,5.98
58,JXG,2.14,0.12,5.94
59,MXC,7.85,0.44,5.94
60,INM,2.18,0.12,5.83
61,UNH,554.22,29.52,5.63
62,FORD,5.5,0.29,5.57
63,CYN,4.11,0.21,5.52
64,IGIC,22.43,1.14,5.35
65,RYTM,57.73,2.77,5.04
66,CVNA,176.26,8.39,5.0
67,DTIL,4.62,0.22,5.0
68,TDUP,2.95,0.14,4.98
69,NTRP,5.38,0.26,4.98
70,LOAR,75.39,3.54,4.93
71,ARLP,25.86,1.2,4.87
72,ENGS,4.84,0.22,4.76
73,NATR,12.01,0.54,4.71
74,SLQT,3.3,0.14,4.6
75,DOMO,7.51,0.33,4.6
76,SKLZ,3.87,0.17,4.59
77,SOBR,5.11,0.22,4.5
78,STRL,113.83,4.73,4.34
79,KRMN,27.9,1.13,4.22
80,ASLE,7.03,0.28,4.15
81,FUNC,26.97,1.07,4.13
82,ZVIA,2.17,0.09,4.07
83,VIK,35.51,1.37,4.01
84,BGC,7.8,0.3,4.0
85,ENIC,3.0,0.12,3.98
86,PDEX,54.97,2.1,3.97
87,GRCE,1.87,0.07,3.89
88,LODE,1.97,0.07,3.68
89,HRTG,14.8,0.51,3.57
90,BWXT,93.23,3.21,3.57
91,CDTX,17.1,0.58,3.51
92,CNL,8.62,0.29,3.48
93,MRCY,42.96,1.44,3.47
94,CRBP,5.39,0.18,3.45
95,RMNI,3.32,0.11,3.43
96,UMAC,4.86,0.15,3.29
97,SHEN,12.45,0.39,3.23
98,FFWM,4.8,0.15,3.23
99,METCB,6.46,0.2,3.19
