,symbol,price,price_change,price_percent_change
0,NAOV,8.37,5.43,184.56
1,CRMD,7.51,1.44,23.72
2,BGC,8.3,0.8,10.67
3,APLD,5.76,0.5,9.51
4,UPST,40.67,2.9,7.66
5,ROKU,61.42,4.29,7.52
6,NNE,24.8,1.73,7.48
7,PLTR,83.63,5.79,7.44
8,NBIS,22.57,1.52,7.2
9,AFRM,40.15,2.58,6.85
10,RGTI,8.9,0.57,6.84
11,MRVL,54.34,3.34,6.55
12,NVDA,103.97,6.33,6.48
13,TEM,45.45,2.75,6.44
14,ARM,94.05,5.42,6.12
15,WOLF,2.74,0.15,5.69
16,CRWD,342.0,17.64,5.44
17,TTD,48.83,2.49,5.38
18,PTON,5.42,0.27,5.24
19,PSEC,3.7,0.18,5.11
20,TSLA,245.15,11.86,5.08
21,PTEN,5.96,0.27,4.75
22,BYON,3.96,0.17,4.49
23,QUBT,7.07,0.3,4.43
24,VNET,6.71,0.27,4.19
25,ABNB,110.75,4.45,4.19
26,FLEX,29.24,1.17,4.15
27,SBUX,83.26,3.26,4.07
28,BAC,37.02,1.44,4.05
29,DKNG,34.2,1.32,4.01
30,AGNC,9.0,0.34,3.93
31,IBRX,2.81,0.09,3.31
32,LCID,2.53,0.08,3.27
33,GGB,2.54,0.08,3.25
34,DLTR,75.02,2.18,2.99
35,MSFT,368.49,10.63,2.97
36,MRNA,26.38,0.73,2.87
37,WBD,8.32,0.23,2.84
38,GOOG,153.48,4.24,2.84
39,NDAQ,69.58,1.84,2.72
40,TSCO,50.64,1.29,2.61
41,ON,35.92,0.83,2.38
42,TMUS,252.31,5.64,2.29
43,ZM,69.54,1.49,2.19
44,PYPL,59.76,1.23,2.1
45,CSX,27.65,0.56,2.06
46,NOK,4.75,0.07,1.5
47,PDD,101.41,1.4,1.4
48,WBA,10.85,0.14,1.31
49,KHC,28.8,0.27,0.95
50,KDP,33.81,0.21,0.63
51,CMCSA,33.6,0.13,0.39
