,symbol,price,price_change,price_percent_change
0,GV,7.97,3.08,62.99
1,GENK,6.95,1.86,36.5
2,DWTX,5.54,1.11,25.06
3,APEI,23.84,4.58,23.82
4,KLXE,5.02,0.9,21.84
5,WLDN,38.88,6.66,20.67
6,YOSH,13.75,2.34,20.51
7,ATYR,3.64,0.56,18.22
8,ARRY,6.22,0.93,17.49
9,AMRC,10.62,1.33,14.32
10,GAP,22.02,2.54,13.06
11,HE,11.74,1.33,12.84
12,ASLE,7.96,0.9,12.66
13,MLNK,20.69,2.26,12.26
14,BYON,6.2,0.66,11.82
15,XNET,4.45,0.45,11.25
16,ASPI,4.51,0.46,11.21
17,RGTI,9.44,0.94,10.99
18,BTAI,3.01,0.27,9.85
19,WOLF,5.57,0.53,10.48
20,GYRE,11.8,1.1,10.32
21,TUYA,3.78,0.34,10.03
22,SEPN,6.98,0.62,9.75
23,HAIN,4.3,0.36,9.29
24,LE,12.25,1.02,9.08
25,DOMO,7.69,0.64,9.08
26,CRMD,10.33,0.84,8.85
27,ACDC,7.16,0.58,8.81
28,PLL,7.46,0.6,8.75
29,RIG,3.01,0.24,8.66
30,IH,2.32,0.18,8.55
31,HMY,11.77,0.92,8.48
32,FSM,5.02,0.39,8.47
33,FLNC,5.7,0.42,7.95
34,BLMN,9.23,0.67,7.83
35,FCEL,6.64,0.47,7.7
36,WBA,11.39,0.79,7.45
37,SNDK,49.91,3.41,7.33
38,CRVS,4.7,0.32,7.31
39,JVA,8.69,0.59,7.3
40,ZIM,21.17,1.4,7.09
41,WLGS,3.93,0.26,7.08
42,SEDG,17.14,1.12,7.02
43,BILI,23.84,1.56,7.0
44,LZMH,10.5,0.68,6.87
45,W,35.36,2.26,6.83
46,VG,9.7,0.6,6.59
47,ENPH,62.54,3.82,6.51
48,ZLAB,37.66,2.27,6.41
49,ZIP,6.16,0.37,6.39
50,VAL,37.04,2.21,6.36
51,LI,29.31,1.75,6.35
52,HLX,8.26,0.48,6.24
53,BGS,7.32,0.42,6.16
54,GTN,3.84,0.22,6.08
55,INBS,2.46,0.14,6.03
56,NE,24.38,1.38,5.98
57,DRD,13.43,0.74,5.83
58,TBH,4.55,0.25,5.81
59,NBR,42.54,2.29,5.68
60,NVAX,8.32,0.45,5.65
61,USAU,8.9,0.47,5.58
62,SSL,4.38,0.23,5.54
63,BORR,2.4,0.13,5.51
64,ECX,2.88,0.15,5.49
65,GRNT,5.58,0.29,5.48
66,CELH,26.81,1.39,5.47
67,QBTS,5.52,0.28,5.45
68,TSSI,9.26,0.47,5.4
69,XPEV,23.43,1.2,5.4
70,GOTU,3.72,0.19,5.38
71,ZK,31.62,1.61,5.36
72,TDW,43.18,2.18,5.32
73,PKX,53.35,2.69,5.31
74,STAA,18.86,0.94,5.27
75,HSAI,17.26,0.86,5.24
76,UWMC,6.55,0.32,5.14
77,CMTG,2.78,0.14,5.11
78,BZ,18.23,0.89,5.1
79,QUBT,5.12,0.25,5.09
80,NIO,4.46,0.21,5.07
81,RKT,15.6,0.74,5.02
82,FUBO,3.14,0.15,5.02
83,EVGO,2.64,0.13,4.98
84,CMPX,2.75,0.13,4.96
85,SRFM,3.97,0.19,4.96
86,NBIS,28.12,1.32,4.93
87,PHUN,3.1,0.14,4.92
88,WULF,3.52,0.17,4.91
89,PR,13.05,0.61,4.9
90,DEC,11.72,0.54,4.81
91,RUN,7.2,0.33,4.75
92,AU,32.35,1.46,4.73
93,ALLO,2.12,0.1,4.7
94,MTDR,46.89,2.1,4.69
95,XRX,6.51,0.29,4.66
96,CHMI,3.5,0.15,4.63
97,AVGO,187.75,8.3,4.62
98,OSCR,16.34,0.71,4.58
99,ORMP,2.46,0.11,4.54
