,symbol,price,price_change,price_percent_change
136,FNMAS,11.09,0.34,3.16
137,NVO,79.56,2.41,3.12
138,ENSG,129.32,3.92,3.13
139,GEN,27.88,0.84,3.13
140,DINO,33.42,1.06,3.28
141,OKLO,28.77,1.05,3.77
142,PNGAY,13.25,0.4,3.11
143,AMD,104.10,3.13,3.10
144,HIMS,34.14,1.0,3.02
145,ACHR,8.17,0.27,3.42
146,PRGO,28.10,0.84,3.10
147,DKL,42.98,1.28,3.07
148,ELAN,10.75,0.31,2.97
149,OBDC,14.85,0.45,3.09
150,HOG,25.29,0.73,2.97
151,WES,42.26,1.25,3.04
152,VST,127.89,3.43,2.76
153,SFM,140.88,4.13,3.02
154,VRNS,41.20,1.19,2.97
155,BAH,115.51,3.26,2.90
156,NHYDY,6.52,0.19,3.00
