,symbol,price,price_change,price_percent_change
0,MLGO,9.56,7.04,279.35
1,TNXP,30.75,7.72,33.52
2,DOMH,5.3,1.17,28.33
3,LXEO,3.41,0.7,25.83
4,LUNR,8.8,1.71,24.12
5,CDXS,3.12,0.57,22.35
6,CYRX,6.94,1.25,21.97
7,ATER,2.48,0.36,16.97
8,QUBT,8.48,1.09,14.75
9,MPTI,42.87,5.48,14.66
10,IONQ,25.52,3.26,14.65
11,YSG,5.36,0.69,14.64
12,AZEK,47.28,5.89,14.23
13,BBAI,3.38,0.41,13.64
14,BTDR,11.37,1.36,13.59
15,MARA,14.04,1.66,13.41
16,OKLO,30.77,3.61,13.29
17,TEM,58.17,6.82,13.28
18,CLSK,8.42,0.98,13.17
19,KOSS,5.86,0.67,12.99
20,HFFG,3.95,0.44,12.54
21,RCAT,6.06,0.64,11.81
22,CHCI,8.65,0.91,11.76
23,UPC,3.94,0.41,11.68
24,ROOT,178.76,18.5,11.55
25,COHR,76.09,7.85,11.5
26,MRT,3.2,0.33,11.5
27,BKKT,13.3,1.37,11.48
28,ECX,2.96,0.3,11.47
29,AMPX,3.46,0.35,11.41
30,MTEN,6.27,0.64,11.37
31,CLIK,3.07,0.31,11.23
32,VSAT,10.87,1.09,11.14
33,MNTK,2.42,0.24,11.01
34,APLD,7.81,0.74,10.45
35,RR,2.5,0.23,10.4
36,RIME,2.44,0.23,10.34
37,OSUR,3.78,0.34,10.03
38,AAOI,22.41,1.98,9.69
39,GRO,3.4,0.3,9.68
40,ASPI,4.6,0.41,9.67
41,TSLA,272.13,23.42,9.42
42,LITE,72.68,6.07,9.11
43,CVNA,208.27,17.32,9.07
44,PGY,12.4,1.03,9.06
45,DBI,4.4,0.36,9.03
46,AMSC,21.62,1.78,8.97
47,REAL,6.78,0.56,8.91
48,ASTS,28.0,2.29,8.91
49,HOOD,48.3,3.94,8.88
50,ANGI,16.95,1.35,8.65
51,SMLR,42.59,3.37,8.59
52,DERM,6.23,0.49,8.54
53,CRDO,50.26,3.92,8.47
54,NBIS,29.25,2.27,8.41
55,PL,4.11,0.32,8.31
56,AEVA,4.54,0.35,8.26
57,LE,11.08,0.83,8.1
58,W,36.37,2.71,8.05
59,BROS,70.69,5.26,8.04
60,TDUP,2.76,0.2,8.01
61,SERV,7.57,0.56,7.99
62,GAP,21.6,1.58,7.92
63,OPFI,10.53,0.77,7.89
64,GRAL,32.65,2.36,7.79
65,WKHS,2.3,0.17,7.75
66,APP,338.26,24.23,7.72
67,NPWR,3.17,0.23,7.69
68,SJT,5.49,0.39,7.65
69,KRUS,59.3,4.17,7.55
70,SHOO,26.92,1.89,7.55
71,DOMO,8.91,0.62,7.5
72,MTSR,30.12,2.1,7.49
73,INDI,2.4,0.17,7.44
74,LMND,37.15,2.57,7.43
75,HIMS,37.32,2.57,7.4
76,GLTO,6.55,0.45,7.38
77,ANAB,18.34,1.26,7.36
78,PLTK,4.3,0.29,7.36
79,SATL,4.07,0.28,7.35
80,HEPS,3.0,0.2,7.32
81,NN,12.84,0.87,7.27
82,MATV,6.53,0.44,7.22
83,ZETA,15.47,1.04,7.21
84,RIOT,8.52,0.57,7.17
85,SHMD,3.16,0.21,7.12
86,CYN,4.88,0.32,7.02
87,PSNL,3.81,0.25,7.01
88,TBI,6.11,0.4,7.01
89,BNED,10.53,0.69,7.0
90,BBIO,37.2,2.43,6.99
91,ALLT,6.75,0.44,6.97
92,WULF,3.42,0.22,6.9
93,IDR,13.72,0.89,6.89
94,CANG,4.35,0.28,6.88
95,BBWI,32.36,2.08,6.87
96,AEYE,12.17,0.78,6.85
97,ADPT,8.98,0.57,6.85
98,AMD,113.7,7.26,6.82
99,MSTR,324.88,20.88,6.87
