,symbol,price,price_change,price_percent_change
0,RGC,31.64,13.14,71.03
1,ADTX,7.4,3.03,69.34
2,LSE,7.77,2.19,39.25
3,BHAT,3.44,0.92,36.17
4,PHH,10.6,2.71,34.35
5,HMR,3.49,0.79,29.26
6,RDIB,9.7,2.17,28.82
7,TNXP,20.52,4.24,26.04
8,GRO,3.34,0.68,25.28
9,TIGR,9.7,1.73,21.71
10,USAR,17.18,3.04,21.55
11,WGRX,4.11,0.62,17.77
12,FINV,10.74,1.62,17.76
13,NEXT,8.48,1.24,17.03
14,WLGS,4.75,0.69,16.99
15,MI,2.56,0.36,16.36
16,ALTI,2.92,0.4,15.87
17,HROW,27.02,3.7,15.87
18,TME,15.13,2.07,15.85
19,IHS,4.48,0.57,14.58
20,CNSP,3.5,0.45,14.54
21,BRFH,3.64,0.46,14.47
22,PHAT,5.54,0.7,14.46
23,YHC,2.42,0.3,14.39
24,HFFG,2.78,0.34,14.14
25,HYMC,3.37,0.41,13.85
26,HURA,2.75,0.33,13.64
27,SSP,2.93,0.35,13.57
28,MODV,2.62,0.31,13.42
29,ABVX,6.79,0.79,13.17
30,WOW,4.82,0.56,13.29
31,SEI,22.98,2.52,12.34
32,ZEPP,3.58,0.39,12.15
33,RGNX,7.8,0.8,11.43
34,NEUE,5.18,0.52,11.16
35,ATGL,32.62,3.21,10.91
36,MKFG,2.78,0.27,10.76
37,NIU,3.88,0.38,10.68
38,ESLT,408.53,39.27,10.63
39,MRP,24.26,2.26,10.27
40,ELAB,4.67,0.43,10.27
41,DGNX,71.27,6.47,9.98
42,COEP,9.32,0.81,9.59
43,LSF,5.52,0.48,9.52
44,CANG,4.66,0.41,9.51
45,OPRX,9.03,0.76,9.19
46,LCID,2.36,0.2,9.03
47,FEAM,4.04,0.33,8.89
48,RFIL,4.41,0.36,8.89
49,SPCE,3.78,0.3,8.79
50,LAR,2.5,0.2,8.7
51,ESEA,29.71,2.36,8.63
52,MLYS,15.44,1.22,8.58
53,WKSP,3.77,0.29,8.42
54,LXEH,10.33,0.8,8.39
55,HRTG,13.83,1.04,8.13
56,BRFS,3.44,0.26,7.99
57,CNL,9.21,0.68,7.97
58,QUBT,8.64,0.62,7.73
59,DRD,14.53,1.04,7.71
60,CULP,5.54,0.39,7.57
61,SSTI,17.02,1.16,7.31
62,GIFI,6.56,0.44,7.19
63,NRT,4.95,0.33,7.14
64,GOGO,6.93,0.46,7.11
65,MTSR,30.38,2.0,7.06
66,VATE,8.66,0.56,6.98
67,PROP,6.22,0.41,6.96
68,AISP,4.36,0.28,6.86
69,NRXP,2.19,0.14,6.83
70,SMTK,2.99,0.19,6.79
71,STVN,21.94,1.36,6.61
72,YALA,5.27,0.32,6.46
73,AKBA,2.56,0.15,6.46
74,LAZR,6.82,0.41,6.31
75,BTU,14.19,0.84,6.29
76,TBH,5.6,0.33,6.26
77,CTNM,7.5,0.44,6.23
78,JTAI,5.0,0.29,6.16
79,JG,10.37,0.6,6.14
80,CATO,3.12,0.18,6.12
81,INVE,3.39,0.19,5.94
82,ALDX,6.68,0.37,5.86
83,CYN,4.75,0.26,5.79
84,LPTH,2.22,0.12,5.71
85,TMCI,8.43,0.46,5.71
86,GTN,4.93,0.27,5.67
87,BJDX,4.3,0.23,5.67
88,DNUT,5.72,0.3,5.64
89,SBSW,4.32,0.23,5.62
90,CURI,3.03,0.16,5.57
91,MX,4.09,0.21,5.41
92,ORN,5.88,0.3,5.38
93,MAZE,12.09,0.6,5.22
94,NAII,3.65,0.18,5.19
95,CVEO,21.8,1.06,5.11
96,JUNE,6.83,0.33,5.08
97,GETY,2.26,0.11,5.0
98,CCIR,12.06,0.56,4.87
99,ASTH,32.06,1.46,4.77
