,symbol,price,price_change,price_percent_change
0,DM,4.23,1.96,86.34
1,DATS,3.97,1.81,83.8
2,MKFG,4.28,1.0,30.49
3,FUFU,5.72,1.26,28.25
4,ZYBT,7.1,1.3,22.41
5,MLGO,16.94,2.96,21.12
6,KBSX,2.72,0.46,20.35
7,ROLR,3.55,0.6,20.34
8,WKHS,2.59,0.4,18.26
9,AVTX,9.01,1.38,18.08
10,AISP,5.17,0.64,14.12
11,HMR,3.48,0.41,13.35
12,ECX,3.06,0.32,11.45
13,SKYH,13.26,1.28,10.68
14,PRCH,7.52,0.66,9.56
15,TIPT,25.36,2.12,9.12
16,ALMS,4.09,0.32,8.34
17,CHCI,10.03,0.76,8.2
18,EHLD,5.45,0.41,8.13
19,EDAP,2.34,0.17,7.84
20,GATE,16.09,1.15,7.7
21,OPRX,9.68,0.68,7.56
22,EPAC,46.64,3.26,7.51
23,AEVA,5.09,0.35,7.38
24,SAND,7.34,0.49,7.15
25,XELB,4.12,0.27,7.1
26,MBLY,16.33,1.07,7.01
27,PHUN,3.28,0.21,6.86
28,SYTA,2.48,0.16,6.86
29,MASK,3.61,0.23,6.8
30,NIPG,2.2,0.14,6.8
31,AENT,4.07,0.26,6.77
32,EGO,16.74,1.03,6.59
33,UAMY,2.37,0.14,6.28
34,SUPV,14.85,0.87,6.22
35,CGTL,3.25,0.19,6.21
36,IBO,3.82,0.22,6.15
37,WGRX,4.19,0.24,6.01
38,DJT,22.27,1.26,6.0
39,LWAY,25.36,1.39,5.8
40,POET,4.39,0.24,5.78
41,IP,55.87,3.04,5.75
42,CNR,79.0,4.26,5.71
43,SEAT,2.9,0.15,5.45
44,BMA,85.59,4.39,5.41
45,SEG,22.46,1.15,5.4
46,HYMC,3.59,0.18,5.28
47,TKC,6.2,0.31,5.26
48,EXFY,3.52,0.17,5.22
49,BRFS,3.51,0.17,5.07
50,TITN,18.66,0.89,5.01
51,NB,2.27,0.11,4.96
52,BBD,2.33,0.11,4.95
53,NGD,3.39,0.16,4.95
54,ZENA,3.14,0.15,4.86
55,SPRU,2.6,0.12,4.85
56,GPRK,8.11,0.36,4.65
57,BBAR,19.88,0.87,4.58
58,CGAU,6.37,0.27,4.48
59,DTSS,2.4,0.1,4.48
60,PUBM,10.34,0.44,4.44
61,LOMA,11.65,0.49,4.39
62,NBR,45.02,1.88,4.36
63,AXGN,18.94,0.79,4.35
64,XIFR,9.78,0.41,4.32
65,TRVI,6.68,0.28,4.3
66,UFG,5.37,0.22,4.25
67,ZJK,5.44,0.22,4.21
68,UGP,3.23,0.13,4.19
69,RPID,2.75,0.11,4.17
70,CVNA,222.46,8.83,4.13
71,FSM,6.18,0.24,4.12
72,YPF,37.66,1.49,4.12
73,DQ,18.8,0.74,4.1
74,SARO,29.91,1.17,4.07
75,GPRE,5.26,0.2,4.05
76,ACDC,8.08,0.31,3.99
77,CURI,3.02,0.11,3.96
78,ETSY,47.66,1.8,3.92
79,RFIL,4.77,0.18,3.92
80,EQX,7.04,0.27,3.91
81,MUX,8.07,0.3,3.86
82,AMR,134.44,4.99,3.85
83,SBS,17.88,0.66,3.8
84,CSAN,5.53,0.2,3.75
85,SAIL,22.02,0.8,3.74
86,HAIN,3.89,0.14,3.73
87,PBR,14.49,0.52,3.72
88,CRWD,386.42,13.78,3.7
89,AUID,6.74,0.24,3.69
90,NN,13.23,0.47,3.68
91,BIOX,4.24,0.15,3.67
92,BEEM,2.28,0.08,3.64
93,BIYA,4.3,0.15,3.61
94,ITUB,5.79,0.2,3.58
95,INTR,5.81,0.2,3.57
96,IBTA,43.13,1.48,3.56
97,LBRT,15.64,0.54,3.56
98,NEXN,7.97,0.27,3.51
99,DAVA,21.48,0.72,3.49
